0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100.000000,50.000000,30.234745,20.938984,15.849715,12.712963,10.603632,9.092397,7.957727,7.074940,6.368793,5.791276,5.310340,4.903784,4.555746,4.254596,3.991614,3.760135,3.554980,3.372062,3.208116,3.060505,2.927072,2.806039,2.695930,2.595507,2.503727,2.419702,2.342679,2.272009,2.207132,2.147568,2.092897,2.042753,1.996821,1.954820,1.916510,1.881675,1.850131,1.821714,1.796283,1.773714,1.753900,1.736750,1.722187,1.710146,1.700575,1.693432,1.688687,1.686319,1.686319,1.688687,1.693432,1.700575,1.710147,1.722187,1.736750,1.753900,1.773714,1.796283,1.821714,1.850131,1.881675,1.916510,1.954821,1.996821,2.042754,2.092897,2.147568,2.207132,2.272009,2.342679,2.419703,2.503727,2.595507,2.695930,2.806039,2.927072,3.060505,3.208116,3.372062,3.554980,3.760135,3.991614,4.254596,4.555746,4.903784,5.310340,5.791276,6.368793,7.074940,7.957727,9.092397,10.603632,12.712963,15.849715,20.938984,30.234745,50.000000,100.000000
100.000000,69.765253,49.999999,37.671474,29.746915,24.398504,20.609170,17.808228,15.663573,13.973239,12.608955,11.485971,10.546300,9.749049,9.064604,8.471024,7.951725,7.493947,7.087722,6.725150,6.399899,6.106832,5.841742,5.601155,5.382175,5.182373,4.999697,4.832404,4.679006,4.538223,4.408953,4.290243,4.181265,4.081297,3.989709,3.905952,3.829543,3.760060,3.697135,3.640443,3.589704,3.544672,3.505136,3.470914,3.441853,3.417824,3.398722,3.384466,3.374996,3.370270,3.370270,3.374996,3.384466,3.398722,3.417823,3.441853,3.470914,3.505136,3.544672,3.589704,3.640443,3.697135,3.760060,3.829543,3.905952,3.989709,4.081297,4.181265,4.290243,4.408953,4.538223,4.679006,4.832404,4.999697,5.182372,5.382175,5.601155,5.841742,6.106832,6.399899,6.725150,7.087722,7.493947,7.951725,8.471024,9.064604,9.749049,10.546300,11.485970,12.608955,13.973239,15.663573,17.808228,20.609170,24.398504,29.746915,37.671474,49.999999,69.765253,100.000000
100.000000,79.061014,62.328522,49.999997,41.067968,34.524967,29.626317,25.867771,22.915098,20.545487,18.607818,16.997351,15.639842,14.481508,13.482596,12.613171,11.850314,11.176207,10.576810,10.040919,9.559498,9.125181,8.731911,8.374664,8.049241,7.752111,7.480284,7.231212,7.002717,6.792923,6.600214,6.423187,6.260623,6.111459,5.974767,5.849734,5.735649,5.631888,5.537904,5.453220,5.377418,5.310135,5.251058,5.199917,5.156486,5.120573,5.092023,5.070715,5.056560,5.049496,5.049496,5.056559,5.070715,5.092023,5.120573,5.156486,5.199918,5.251058,5.310135,5.377418,5.453220,5.537904,5.631888,5.735649,5.849735,5.974767,6.111459,6.260623,6.423187,6.600214,6.792923,7.002716,7.231212,7.480284,7.752111,8.049241,8.374664,8.731911,9.125181,9.559498,10.040919,10.576809,11.176207,11.850314,12.613171,13.482596,14.481508,15.639842,16.997351,18.607818,20.545487,22.915098,25.867771,29.626317,34.524967,41.067968,49.999997,62.328522,79.061014,100.000000
100.000000,84.150282,70.253079,58.932023,49.999994,43.007078,37.503360,33.121441,29.583560,26.685795,24.279480,22.255774,20.534207,19.054546,17.771101,16.648751,15.660153,14.783758,14.002390,13.302218,12.671993,12.102484,11.586057,11.116348,10.688015,10.296548,9.938115,9.609444,9.307725,9.030540,8.775793,8.541668,8.326581,8.129150,7.948166,7.782570,7.631432,7.493939,7.369374,7.257115,7.156612,7.067392,6.989043,6.921212,6.863601,6.815959,6.778082,6.749813,6.731031,6.721659,6.721659,6.731031,6.749812,6.778083,6.815958,6.863601,6.921212,6.989043,7.067392,7.156612,7.257114,7.369375,7.493938,7.631432,7.782569,7.948166,8.129150,8.326581,8.541668,8.775794,9.030540,9.307725,9.609443,9.938115,10.296548,10.688015,11.116347,11.586057,12.102484,12.671993,13.302218,14.002390,14.783758,15.660153,16.648751,17.771101,19.054546,20.534207,22.255774,24.279480,26.685795,29.583560,33.121441,37.503360,43.007078,49.999994,58.932023,70.253079,84.150282,100.000000
100.000000,87.287034,75.601489,65.475023,56.992908,49.999991,44.258603,39.531073,35.611905,32.334652,29.568533,27.212057,25.186667,23.431368,21.898510,20.550580,19.357790,18.296280,17.346776,16.493571,15.723771,15.026705,14.393485,13.816654,13.289923,12.807951,12.366185,11.960722,11.588201,11.245717,10.930752,10.641111,10.374883,10.130394,9.906177,9.700946,9.513571,9.343059,9.188541,9.049251,8.924524,8.813778,8.716510,8.632288,8.560746,8.501578,8.454536,8.419421,8.396092,8.384451,8.384451,8.396092,8.419422,8.454535,8.501579,8.560746,8.632288,8.716510,8.813778,8.924524,9.049252,9.188541,9.343060,9.513571,9.700946,9.906177,10.130394,10.374883,10.641112,10.930751,11.245717,11.588201,11.960722,12.366185,12.807951,13.289923,13.816655,14.393485,15.026705,15.723770,16.493571,17.346775,18.296280,19.357790,20.550580,21.898510,23.431368,25.186667,27.212057,29.568532,32.334652,35.611905,39.531073,44.258603,49.999991,56.992908,65.475023,75.601489,87.287034,100.000000
100.000000,89.396363,79.390821,70.373670,62.496623,55.741376,49.999987,45.132345,40.998336,37.472376,34.447941,31.837255,29.569036,27.585748,25.840992,24.297268,22.924145,21.696799,20.594861,19.601519,18.702813,17.887081,17.144523,16.466863,15.847070,15.279148,14.757952,14.279058,13.838639,13.433377,13.060384,12.717143,12.401447,12.111366,11.845202,11.601467,11.378846,11.176188,10.992478,10.826827,10.678455,10.546686,10.430930,10.330684,10.245518,10.175074,10.119060,10.077247,10.049464,10.035601,10.035601,10.049465,10.077246,10.119060,10.175074,10.245518,10.330684,10.430931,10.546686,10.678456,10.826827,10.992478,11.176188,11.378847,11.601466,11.845203,12.111365,12.401447,12.717142,13.060385,13.433377,13.838639,14.279058,14.757953,15.279148,15.847071,16.466863,17.144524,17.887081,18.702814,19.601519,20.594861,21.696799,22.924145,24.297268,25.840992,27.585748,29.569036,31.837255,34.447941,37.472376,40.998336,45.132345,49.999987,55.741376,62.496623,70.373670,79.390821,89.396363,100.000000
100.000000,90.907598,82.191762,74.132214,66.878539,60.468902,54.867626,49.999983,45.776718,42.108575,38.913601,36.119986,33.666475,31.501597,29.582442,27.873356,26.344725,24.971908,23.734349,22.614832,21.598884,20.674282,19.830665,19.059204,18.352349,17.703617,17.107419,16.558919,16.053920,15.588767,15.160267,14.765627,14.402396,14.068419,13.761801,13.480872,13.224160,12.990368,12.778357,12.587122,12.415785,12.263580,12.129842,12.013999,11.915568,11.834139,11.769384,11.721041,11.688918,11.672888,11.672889,11.688918,11.721041,11.769383,11.834139,11.915567,12.014000,12.129842,12.263580,12.415785,12.587122,12.778357,12.990369,13.224160,13.480872,13.761801,14.068419,14.402396,14.765627,15.160267,15.588767,16.053920,16.558919,17.107419,17.703617,18.352349,19.059204,19.830665,20.674283,21.598883,22.614832,23.734349,24.971909,26.344725,27.873356,29.582441,31.501597,33.666475,36.119986,38.913600,42.108575,45.776718,49.999983,54.867625,60.468902,66.878539,74.132214,82.191762,90.907598,100.000000
100.000000,92.042267,84.336416,77.084885,70.416418,64.388067,59.001630,54.223243,49.999977,46.271606,42.977900,40.062613,37.475281,35.171722,33.113821,31.268990,29.609489,28.111762,26.755795,25.524576,24.403606,23.380501,22.444650,21.586938,20.799504,20.075553,19.409187,18.795280,18.229356,17.707503,17.226290,16.782704,16.374090,15.998114,15.652710,15.336060,15.046552,14.782770,14.543459,14.327519,14.133983,13.962007,13.810858,13.679906,13.568613,13.476532,13.403295,13.348615,13.312279,13.294147,13.294146,13.312280,13.348615,13.403295,13.476531,13.568613,13.679905,13.810859,13.962007,14.133983,14.327519,14.543459,14.782769,15.046553,15.336060,15.652711,15.998114,16.374091,16.782703,17.226290,17.707503,18.229356,18.795280,19.409188,20.075552,20.799505,21.586938,22.444651,23.380500,24.403606,25.524576,26.755796,28.111761,29.609490,31.268989,33.113822,35.171722,37.475282,40.062613,42.977900,46.271606,49.999978,54.223243,59.001630,64.388066,70.416418,77.084885,84.336416,92.042267,100.000000
100.000000,92.925054,86.026749,79.454494,73.314180,67.665316,62.527586,57.891381,53.728344,49.999972,46.663781,43.677285,41.000316,38.596189,36.432133,34.479291,32.712482,31.109853,29.652495,28.324071,27.110464,25.999463,24.980498,24.044394,23.183179,22.389902,21.658498,20.983657,20.360722,19.785599,19.254687,18.764805,18.313149,17.897235,17.514869,17.164104,16.843222,16.550698,16.285191,16.045512,15.830622,15.639607,15.471679,15.326152,15.202448,15.100079,15.018650,14.957846,14.917438,14.897271,14.897272,14.917437,14.957846,15.018649,15.100079,15.202447,15.326152,15.471678,15.639608,15.830621,16.045512,16.285190,16.550699,16.843221,17.164104,17.514868,17.897236,18.313149,18.764806,19.254687,19.785600,20.360721,20.983657,21.658498,22.389902,23.183178,24.044395,24.980498,25.999464,27.110464,28.324072,29.652495,31.109853,32.712482,34.479291,36.432133,38.596189,41.000316,43.677285,46.663780,49.999972,53.728343,57.891381,62.527586,67.665316,73.314180,79.454494,86.026749,92.925054,100.000000
100.000000,93.631200,87.391031,81.392161,75.720492,70.431432,65.552017,61.086351,57.022044,53.336157,49.999965,46.982429,44.252509,41.780584,39.539230,37.503560,35.651295,33.962672,32.420261,31.008751,29.714714,28.526392,27.433483,26.426963,25.498912,24.642379,23.851246,23.120129,22.444274,21.819487,21.242052,20.708684,20.216465,19.762811,19.345423,18.962267,18.611531,18.291613,18.001093,17.738718,17.503383,17.294123,17.110096,16.950577,16.814946,16.702688,16.613377,16.546682,16.502353,16.480231,16.480230,16.502354,16.546681,16.613378,16.702688,16.814947,16.950576,17.110096,17.294122,17.503383,17.738717,18.001093,18.291613,18.611531,18.962266,19.345424,19.762810,20.216465,20.708683,21.242053,21.819486,22.444274,23.120128,23.851246,24.642378,25.498913,26.426963,27.433484,28.526392,29.714714,31.008750,32.420262,33.962672,35.651295,37.503560,39.539230,41.780584,44.252509,46.982429,49.999965,53.336157,57.022044,61.086350,65.552017,70.431432,75.720492,81.392161,87.391031,93.631200,100.000000
