0 0 0
0 1 0
0 2 0
0 3 0
0 4 0
0 5 0
0 6 0
0 7 0
0 8 0
0 9 0
0 10 0
0 11 0
0 12 0
0 13 0
0 14 0
0 15 0
0 16 0
0 17 0
0 18 0
0 19 0
0 20 0
0 21 0
0 22 0
0 23 0
0 24 0
0 25 0
0 26 0
0 27 0
0 28 0
0 29 0
0 30 0
0 31 0
0 32 0
0 33 0
0 34 0
0 35 0
0 36 0
0 37 0
0 38 0
0 39 0
0 40 0
0 41 0
0 42 0
0 43 0
0 44 0
0 45 0
0 46 0
0 47 0
0 48 0
0 49 0
0 50 0
0 51 0
0 52 0
0 53 0
0 54 0
0 55 0
0 56 0
0 57 0
0 58 0
0 59 0
0 60 0
0 61 0
0 62 0
0 63 0
0 64 0
0 65 0
0 66 0
0 67 0
0 68 0
0 69 0
0 70 0
0 71 0
0 72 0
0 73 0
0 74 0
0 75 0
0 76 0
0 77 0
0 78 0
0 79 0
0 80 0
0 81 0
0 82 0
0 83 0
0 84 0
0 85 0
0 86 0
0 87 0
0 88 0
0 89 0
0 90 0
0 91 0
0 92 0
0 93 0
0 94 0
0 95 0
0 96 0
0 97 0
0 98 0
0 99 0
1 0 117.901
1 1 50.324
1 2 29.501
1 3 20.4506
1 4 15.5521
1 5 12.512
1 6 10.4483
1 7 8.95723
1 8 7.82971
1 9 6.94698
1 10 6.23679
1 11 5.65269
1 12 5.16353
1 13 4.74762
1 14 4.3894
1 15 4.07742
1 16 3.8031
1 17 3.55984
1 18 3.34251
1 19 3.14705
1 20 2.97022
1 21 2.80937
1 22 2.66237
1 23 2.52742
1 24 2.40304
1 25 2.28799
1 26 2.1812
1 27 2.08179
1 28 1.98897
1 29 1.90209
1 30 1.82057
1 31 1.7439
1 32 1.67164
1 33 1.60342
1 34 1.53888
1 35 1.47773
1 36 1.41969
1 37 1.36453
1 38 1.31203
1 39 1.262
1 40 1.21426
1 41 1.16866
1 42 1.12505
1 43 1.0833
1 44 1.0433
1 45 1.00493
1 46 0.9681
1 47 0.932716
1 48 0.898695
1 49 0.865958
1 50 0.834436
1 51 0.80406
1 52 0.77477
1 53 0.746509
1 54 0.719223
1 55 0.692862
1 56 0.66738
1 57 0.642732
1 58 0.618879
1 59 0.595781
1 60 0.573402
1 61 0.551707
1 62 0.530664
1 63 0.510242
1 64 0.490411
1 65 0.471145
1 66 0.452416
1 67 0.4342
1 68 0.416472
1 69 0.399208
1 70 0.382388
1 71 0.36599
1 72 0.349994
1 73 0.33438
1 74 0.319129
1 75 0.304223
1 76 0.289644
1 77 0.275377
1 78 0.261404
1 79 0.247709
1 80 0.234277
1 81 0.221093
1 82 0.208143
1 83 0.195412
1 84 0.182885
1 85 0.170551
1 86 0.158395
1 87 0.146404
1 88 0.134566
1 89 0.122867
1 90 0.111297
1 91 0.0998413
1 92 0.0884895
1 93 0.0772293
1 94 0.0660491
1 95 0.054937
1 96 0.0438817
1 97 0.0328718
1 98 0.0218957
1 99 0.0109422
2 0 90.2757
2 1 70.1542
2 2 49.948
2 3 37.3676
2 4 29.4293
2 5 24.1146
2 6 20.3524
2 7 17.5646
2 8 15.4218
2 9 13.7255
2 10 12.3499
2 11 11.212
2 12 10.2548
2 13 9.43821
2 14 8.733
2 15 8.11753
2 16 7.57538
2 17 7.09393
2 18 6.66328
2 19 6.27558
2 20 5.92452
2 21 5.60497
2 22 5.31272
2 23 5.0443
2 24 4.79678
2 25 4.56773
2 26 4.35506
2 27 4.157
2 28 3.97203
2 29 3.79884
2 30 3.63629
2 31 3.48339
2 32 3.33927
2 33 3.20316
2 34 3.07438
2 35 2.95235
2 36 2.83651
2 37 2.72641
2 38 2.6216
2 39 2.52171
2 40 2.42639
2 41 2.33532
2 42 2.24823
2 43 2.16486
2 44 2.08496
2 45 2.00832
2 46 1.93475
2 47 1.86407
2 48 1.79611
2 49 1.7307
2 50 1.66772
2 51 1.60704
2 52 1.54851
2 53 1.49204
2 54 1.43752
2 55 1.38485
2 56 1.33392
2 57 1.28467
2 58 1.237
2 59 1.19084
2 60 1.14612
2 61 1.10276
2 62 1.06071
2 63 1.01989
2 64 0.980259
2 65 0.941753
2 66 0.904321
2 67 0.867912
2 68 0.832478
2 69 0.797974
2 70 0.764355
2 71 0.731579
2 72 0.699606
2 73 0.668396
2 74 0.637912
2 75 0.608118
2 76 0.578978
2 77 0.55046
2 78 0.522529
2 79 0.495155
2 80 0.468307
2 81 0.441954
2 82 0.416067
2 83 0.390618
2 84 0.365579
2 85 0.340923
2 86 0.316624
2 87 0.292655
2 88 0.268991
2 89 0.245607
2 90 0.222478
2 91 0.199579
2 92 0.176887
2 93 0.154379
2 94 0.13203
2 95 0.109817
2 96 0.0877182
2 97 0.0657096
2 98 0.0437688
2 99 0.0218731
3 0 106.629
3 1 79.7285
3 2 62.5089
3 3 49.9018
3 4 40.8353
3 5 34.2403
3 6 29.3203
3 7 25.5474
3 8 22.5789
3 9 20.19
3 10 18.2295
3 11 16.5932
3 12 15.2073
3 13 14.0186
3 14 12.9877
3 15 12.0849
3 16 11.2874
3 17 10.5776
3 18 9.94136
3 19 9.36767
3 20 8.84746
3 21 8.37338
3 22 7.93936
3 23 7.54035
3 24 7.17213
3 25 6.83114
3 26 6.51434
3 27 6.21915
3 28 5.94334
3 29 5.68497
3 30 5.44239
3 31 5.21412
3 32 4.99889
3 33 4.79557
3 34 4.60316
3 35 4.42077
3 36 4.24761
3 37 4.08299
3 38 3.92626
3 39 3.77685
3 40 3.63426
3 41 3.49802
3 42 3.36771
3 43 3.24294
3 44 3.12336
3 45 3.00865
3 46 2.89853
3 47 2.79271
3 48 2.69095
3 49 2.59303
3 50 2.49873
3 51 2.40784
3 52 2.3202
3 53 2.23563
3 54 2.15397
3 55 2.07508
3 56 1.9988
3 57 1.92503
3 58 1.85362
3 59 1.78447
3 60 1.71747
3 61 1.65252
3 62 1.58951
3 63 1.52836
3 64 1.46898
3 65 1.41129
3 66 1.3552
3 67 1.30065
3 68 1.24756
3 69 1.19585
3 70 1.14548
3 71 1.09637
3 72 1.04845
3 73 1.00169
3 74 0.956006
3 75 0.911358
3 76 0.867691
3 77 0.824955
3 78 0.783099
3 79 0.742076
3 80 0.701841
3 81 0.662347
3 82 0.623553
3 83 0.585414
3 84 0.54789
3 85 0.51094
3 86 0.474523
3 87 0.438602
3 88 0.403137
3 89 0.368091
3 90 0.333428
3 91 0.29911
3 92 0.265102
3 93 0.231369
3 94 0.197874
3 95 0.164584
3 96 0.131464
3 97 0.0984797
3 98 0.0655967
3 99 0.0327815
4 0 94.9806
4 1 84.1628
4 2 70.3885
4 3 58.9018
4 4 49.8249
4 5 42.7367
4 6 37.1713
4 7 32.7445
4 8 29.1683
4 9 26.2337
4 10 23.7899
4 11 21.7272
4 12 19.9649
4 13 18.4429
4 14 17.1155
4 15 15.9478
4 16 14.9124
4 17 13.988
4 18 13.1573
4 19 12.4065
4 20 11.7245
4 21 11.1019
4 22 10.5311
4 23 10.0057
4 24 9.52034
4 25 9.07043
4 26 8.65208
4 27 8.26197
4 28 7.89723
4 29 7.55536
4 30 7.2342
4 31 6.93185
4 32 6.64663
4 33 6.3771
4 34 6.12193
4 35 5.87997
4 36 5.6502
4 37 5.43168
4 38 5.2236
4 39 5.02519
4 40 4.8358
4 41 4.6548
4 42 4.48165
4 43 4.31583
4 44 4.15689
4 45 4.00441
4 46 3.85799
4 47 3.71729
4 48 3.58197
